author,link,category,publication,tokens,words,types,links,uppercase,verbs,subjuntiveimperative,nouns,adjectives,adverbs,modalverbs,personalpronouns,pluralpersonalpronouns,pronouns,pausality,characters,sentencelength,wordlength,speelingerrors,emotiveness,diversity,fake_or_true
Josias Oliveira,https://afolhabrasil.com.br/politica/temer-tirou-verba-da-policia-federal-para-salvar-o-mandato/,politica,2017-07-06,340,296,174,0,2,52,4,81,5,16,8,0,0,17,2.93333,1400,19.7333,4.72973,0.00668896,0.157895,0.587838,0
"Rosanne Dagostino,",https://g1.globo.com/rj/rio-de-janeiro/noticia/carmen-lucia-nega-liberdade-ao-deputado-estadual-edson-albertassi.ghtml,politica,2/1/2018,538,485,230,None,11,58,1,163,16,12,9,0,0,11,2.78947,2465,25.5263,5.08247,0.0,0.126697,0.474227,1
Josias Olveira,https://afolhabrasil.com.br/politica/imprensa-americana-aponta-bolsonaro-como-proximo-presidente-do-brasil/,politica,2017-07-05,913,804,406,0,4,133,4,209,54,46,23,6,0,64,2.47727,4003,18.2727,4.97886,0.0,0.292398,0.504975,0
Agência EFE,https://g1.globo.com/mundo/noticia/trump-critica-meios-de-comunicacao-por-cobertura-da-reforma-tributaria.ghtml,politica,20/12/2017,312,266,172,None,2,32,0,78,27,12,3,0,0,17,4.18182,1420,24.1818,5.33835,0.0,0.354545,0.646617,1
Josias Oliveira,https://afolhabrasil.com.br/politica/bolsonaro-esta-na-mira-de-presidenciaveis-e-mesmo-assim-so-cresce-nas-pesquisas/,politica,2017-07-03,510,457,257,0,6,77,3,123,26,24,8,2,0,32,1.76667,2182,15.2333,4.77462,0.00652174,0.25,0.562363,0
Ana Luiza Albuquerque,http://www1.folha.uol.com.br/poder/2017/12/1946492-nao-acredito-na-polarizacao-em-18-as-pessoas-vao-refletir-diz-alvaro-dias.shtml,politica,28/12/2017,1956,1687,777,None,15,324,9,442,98,106,54,17,2,126,2.10156,8397,13.1797,4.97747,0.000592768,0.266319,0.460581,1
Josias Oliveira,https://afolhabrasil.com.br/politica/lula-temer-e-inocente-janot-nao-tem-provas/,politica,2017-07-02,358,311,190,0,1,70,2,79,12,14,13,7,0,34,1.74074,1476,11.5185,4.74598,0.0,0.174497,0.610932,0
"Reynaldo Turollo Jr., Rubens Valente",http://www1.folha.uol.com.br/poder/2017/11/1936887-lava-jato-representa-prova-de-fogo-para-stf-na-area-criminal.shtml,politica,21/11/2017,1544,1366,644,None,44,201,8,408,73,58,35,0,0,69,3.06897,6585,23.5517,4.82064,0.0,0.215107,0.471449,1
Josias Oliveira,https://afolhabrasil.com.br/politica/urgente-eduardo-cunha-avisa-que-vai-delatar-temer/,politica,2017-07-01,248,227,151,0,5,35,0,71,11,7,6,0,0,6,1.4,1104,15.1333,4.86344,0.0,0.169811,0.665198,0
Gustavo Uribe,http://www1.folha.uol.com.br/poder/2018/01/1947718-cotado-para-trabalho-moraes-diz-que-aceitaria-convite-e-critica-ingerencia-de-sarney.shtml,politica,3/1/2018,480,426,228,None,5,82,2,121,14,11,15,2,0,23,2.7,2047,21.3,4.80516,0.0,0.123153,0.535211,1
Josias Oliveira,https://afolhabrasil.com.br/politica/boechat-esculacha-reinaldo-azevedo-na-band-news/,tv_celebridades,2017-06-30,223,200,131,0,2,25,1,61,7,10,5,0,0,14,2.09091,1026,18.1818,5.13,0.00985222,0.197674,0.655,0
Daniel Carvalho,http://www1.folha.uol.com.br/poder/2017/08/1908203-acusado-de-assedio-deputado-da-tatuagem-compartilha-meme-homofobico.shtml,tv_celebridades,8/8/2017,448,381,214,None,6,59,0,123,15,8,8,6,0,28,3.35,1867,19.05,4.90026,0.0,0.126374,0.56168,1
Josias Oliveira,https://afolhabrasil.com.br/politica/gilmar-mendes/,politica,2017-06-30,431,377,223,0,5,64,1,110,23,12,5,0,0,24,2.16,1968,15.08,5.22016,0.0,0.201149,0.591512,0
Marcelo Parreira,https://g1.globo.com/politica/noticia/gilmar-mendes-manda-tirar-tornozeleira-eletronica-de-rosinha-garotinho.ghtml,politica,22/12/2017,345,302,163,None,2,52,3,92,16,10,8,0,0,13,3.30769,1701,23.2308,5.63245,0.00331126,0.180556,0.539735,1
Josias Oliveira,https://afolhabrasil.com.br/politica/stf-pede-urgencia-para-impeachment-de-temer/,politica,2017-06-30,289,254,150,0,8,38,6,85,10,9,5,0,0,6,2.69231,1310,19.5385,5.15748,0.0,0.154472,0.590551,0
Letícia Casado,http://www1.folha.uol.com.br/poder/2017/12/1944540-denuncias-contra-temer-nao-vao-para-moro-em-2019-diz-stf.shtml,politica,19/12/2017,815,711,358,None,22,107,4,222,27,25,23,0,0,19,3.46667,3517,23.7,4.94655,0.0,0.158055,0.503516,1
Josias Oliveira,https://afolhabrasil.com.br/politica/terrorista-tenta-invadir-residencia-oficial-de-temer-e-e-alvejado-por-tiros-do-exercito/,politica,2017-06-28,277,253,149,0,2,55,1,69,9,3,12,0,0,12,1.6,1180,16.8667,4.66403,0.00390625,0.0967742,0.588933,0
Marina Dias,http://www1.folha.uol.com.br/mercado/2017/12/1946221-temer-assina-mp-que-reduz-a-60-anos-idade-minima-para-saque-do-pispasep.shtml,politica,26/12/2017,300,274,159,None,6,45,2,76,11,15,11,0,0,13,2.36364,1255,24.9091,4.58029,0.0,0.214876,0.580292,1
Josias Oliveira,https://afolhabrasil.com.br/politica/cor-do-luto-sera-mudada-pra-cinza-pra-evitar-preconceito-com-negros/,sociedade_cotidiano,2017-06-28,387,331,194,0,2,49,1,100,27,10,10,0,0,14,4.30769,1560,25.4615,4.71299,0.00299401,0.248322,0.586103,0
Marina Dias,http://www1.folha.uol.com.br/poder/2017/12/1946131-ministro-diz-que-liberar-verba-por-voto-nao-e-chantagem-e-acao-de-governo.shtml,sociedade_cotidiano,26/12/2017,454,383,212,None,4,61,6,125,10,17,11,0,0,12,5.07143,1908,27.3571,4.98172,0.0,0.145161,0.553525,1
Josias Oliveira,https://afolhabrasil.com.br/politica/populacao-esta-enviando-fezes-para-os-deputados-pelos-correios/,sociedade_cotidiano,2017-06-28,254,224,149,0,2,34,3,61,13,12,9,0,0,14,2.5,1154,18.6667,5.15179,0.0,0.263158,0.665179,0
G1 AC,https://g1.globo.com/ac/acre/noticia/camara-municipal-de-rio-branco-sanciona-lei-que-cria-policia-legislativa.ghtml,sociedade_cotidiano,8/12/2017,266,238,132,None,2,37,1,73,9,7,10,0,0,5,2.15385,1209,18.3077,5.07983,0.0,0.145455,0.554622,1
Josias Oliveira,https://afolhabrasil.com.br/politica/perigo-dormir-mais-de-10h-eleva-risco-de-avc/,sociedade_cotidiano,2017-06-28,868,760,358,4,6,118,1,192,38,56,7,0,0,61,3.0,3621,21.1111,4.76447,0.00524246,0.303226,0.471053,0
Sarah Keating,http://www1.folha.uol.com.br/equilibrioesaude/2017/12/1946564-os-problemas-de-saude-causados-pelo-trabalho-noturno.shtml,sociedade_cotidiano,28/12/2017,1192,1013,498,None,13,184,7,260,77,53,22,6,1,69,4.16279,5038,23.5581,4.97335,0.0,0.292793,0.491609,1
Josias Oliveira,https://afolhabrasil.com.br/politica/inimigos-de-reinaldo-azevedo-agora-estao-juntos-na-jovem-pan/,tv_celebridades,2017-06-27,378,335,174,0,6,52,0,85,11,19,8,0,0,26,2.38889,1619,18.6111,4.83284,0.0,0.218978,0.519403,0
Mônica Bergamo,http://www1.folha.uol.com.br/colunas/monicabergamo/2017/08/1908486-suplicy-participara-de-programa-de-doria-na-web-nesta-quinta.shtml,tv_celebridades,9/8/2017,160,136,97,None,4,12,0,52,4,3,1,0,0,4,4.0,614,22.6667,4.51471,0.0,0.109375,0.713235,1
Josias Oliveira,https://afolhabrasil.com.br/politica/sentenca-de-palocci-da-sinais-da-condenacao-de-lula/,politica,2017-06-26,873,775,321,0,2,97,1,242,24,20,10,1,0,28,4.08333,3819,32.2917,4.92774,0.0,0.129794,0.414194,0
Marina Dias,http://www1.folha.uol.com.br/poder/2017/12/1942937-palocci-foi-contar-uma-mentira-maior-que-a-dos-outros-diz-lula.shtml,politica,13/12/2017,782,695,333,None,10,126,13,188,33,36,27,0,0,38,3.34615,3327,26.7308,4.78705,0.00143885,0.219745,0.479137,1
Josias Oliveira,https://afolhabrasil.com.br/politica/pesquisa-aponta-bolsonaro-pode-vencer-no-primeiro-turno/,politica,2017-06-26,343,261,156,0,13,21,1,104,13,2,3,0,0,5,8.2,1224,26.1,4.68966,0.0,0.12,0.597701,0
None,http://datafolha.folha.uol.com.br/eleicoes/2017/12/1940409-lula-lidera-e-enfrentaria-bolsonaro-no-2-turno-se-eleicao-fosse-hoje.shtml,politica,4/12/2017,1713,1182,335,None,2,132,2,322,67,44,8,0,0,44,9.48214,5057,21.1071,4.27834,0.0,0.244493,0.283418,1
Josias Oliveira,https://afolhabrasil.com.br/politica/sentenca-de-lula-ja-esta-pronta-sua-liberdade-esta-com-dias-contados/,politica,2017-06-25,393,346,229,0,3,50,0,109,28,20,8,2,0,15,2.04348,1685,15.0435,4.86994,0.0,0.301887,0.66185,0
Ricardo Balthazar,http://www1.folha.uol.com.br/poder/2017/12/1946478-teoria-da-cegueira-deliberada-ampara-condenacoes-na-lava-jato.shtml,politica,28/12/2017,1378,1273,534,None,23,218,8,367,43,35,22,0,0,68,4.03846,6370,48.9615,5.00393,0.0,0.133333,0.419482,1
Josias Oliveira,https://afolhabrasil.com.br/politica/joao-doria-bate-boca-com-fhc-tucanos-em-guerra/,politica,2017-06-24,405,354,199,4,13,56,2,101,19,18,7,2,0,20,2.125,1727,14.75,4.87853,0.0,0.235669,0.562147,0
Tahiane Stochero,https://g1.globo.com/sao-paulo/noticia/em-evento-com-alckmin-e-doria-fhc-defende-previas-do-psdb-para-definir-candidato-a-presidencia.ghtml,politica,11/9/2017,1106,949,384,None,10,218,18,216,44,45,39,11,0,100,3.27083,4406,19.7708,4.64278,0.00105374,0.205069,0.404636,1
Josias Oliveira,https://afolhabrasil.com.br/politica/esquerda-desiste-de-lula-e-o-deixa-revoltado/,politica,2017-06-22,335,296,171,0,7,31,1,99,10,14,3,0,0,9,3.0,1406,22.7692,4.75,0.0,0.184615,0.577703,0
Joelmir Tavares,http://www1.folha.uol.com.br/poder/2017/12/1943460-lula-se-matou-como-simbolo-diz-fhc-em-debate-sobre-crise-no-brasil.shtml,politica,14/12/2017,417,381,221,None,4,61,7,114,12,17,12,0,0,18,2.0,1916,21.1667,5.02887,0.0,0.165714,0.580052,1
Josias Oliveira,https://afolhabrasil.com.br/politica/joaquim-barbosa-desiste-e-fortalece-bolsonaro-nas-eleicoes-de-2018/,politica,2017-06-22,385,325,203,0,4,44,4,95,24,15,4,2,0,20,3.15789,1639,17.1053,5.04308,0.00307692,0.280576,0.624615,0
Bruno Boghossian,http://www1.folha.uol.com.br/poder/2017/12/1943928-incerteza-sobre-lula-estimula-partidos-a-lancarem-candidatos.shtml,politica,17/12/2017,658,605,332,None,14,76,5,193,28,17,8,0,0,29,2.40909,2993,27.5,4.94711,0.0,0.167286,0.54876,1
Josias Oliveira,https://afolhabrasil.com.br/politica/geraldo-alckmin-comprou-6-mil-metralhadoras-estragadas/,politica,2017-06-20,217,185,129,0,4,27,2,58,7,8,2,0,0,8,2.66667,920,15.4167,4.97297,0.0,0.176471,0.697297,0
Artur Rodrigues,http://www1.folha.uol.com.br/cotidiano/2017/12/1946523-tribunal-de-contas-exagera-em-suas-funcoes-e-prejudica-sp-afirma-doria.shtml,politica,28/12/2017,2028,1745,718,None,12,307,8,453,84,112,40,10,7,129,2.33884,8505,14.4215,4.87393,0.00114613,0.257895,0.411461,1
Josias Oliveira,https://afolhabrasil.com.br/politica/temer-e-o-lider-da-mais-perigosa-organizacao-criminosa-do-brasil/,politica,2017-06-17,1476,1211,505,0,37,245,4,290,32,109,26,25,0,144,2.5,5435,11.4245,4.48803,0.000825764,0.263551,0.417011,0
None,http://g1.globo.com/jornal-nacional/noticia/2017/10/novos-audios-entregues-por-joesley-incriminam-ministro-de-temer.html,politica,7/10/2017,160,136,97,None,4,12,0,52,4,3,1,0,0,4,4.0,614,22.6667,4.51471,0.0,0.109375,0.713235,1
Josias Oliveira,https://afolhabrasil.com.br/politica/alexandre-frota-e-cotado-para-o-ministerio-da-cultura/,politica,2017-06-16,389,356,211,0,5,40,0,117,17,11,4,0,0,15,1.73684,1765,18.7368,4.95787,0.00280899,0.178344,0.592697,0
Gustavo Uribe,http://www1.folha.uol.com.br/poder/2018/01/1947739-cristiane-brasil-filha-de-roberto-jefferson-sera-ministra-do-trabalho.shtml,politica,3/1/2018,656,559,284,None,11,91,0,170,27,14,13,1,1,29,2.85294,2663,16.4412,4.76386,0.0,0.157088,0.50805,1
Josias Oliveira,https://afolhabrasil.com.br/politica/aecio-chora-muito-e-tem-medo-de-ir-para-cadeia/,politica,2017-06-15,202,175,119,0,3,37,1,45,10,9,6,0,0,10,3.0,827,19.4444,4.72571,0.0,0.231707,0.68,0
"Letícia Casado, Reynaldo Turollo Jr",http://www1.folha.uol.com.br/poder/2017/12/1941460-ministro-do-stf-autoriza-quebra-de-sigilos-de-aecio-neves.shtml,politica,7/12/2017,601,521,279,None,21,65,2,168,24,15,10,0,0,20,4.0,2534,26.05,4.86372,0.0,0.167382,0.535509,1
Josias Oliveira,https://afolhabrasil.com.br/politica/silvio-santos-sugere-doria-ter-bolsonaro-como-vice-presidencia-em-2018/,politica,2017-06-14,718,606,254,0,4,123,8,128,16,52,14,14,1,85,3.29412,2670,17.8235,4.40594,0.00495049,0.270916,0.419142,0
"Gabriela Sá Pessoa, Fernando Forte",http://www1.folha.uol.com.br/poder/2017/11/1933059-por-semelhancas-com-os-anos-80-jogo-politico-vive-dias-de-stranger-things.shtml,politica,6/11/2017,795,672,385,None,13,92,2,205,37,32,15,0,0,37,3.96774,3206,21.6774,4.77083,0.00744048,0.232323,0.572917,1
Josias Oliveira,https://afolhabrasil.com.br/politica/gilmar-mendes-recebeu-r-2-milhoes-da-friboi/,politica,2017-06-14,501,441,238,0,20,57,1,147,7,7,8,0,0,12,2.85714,2098,21.0,4.75737,0.00226757,0.0686274,0.539683,0
None,http://www1.folha.uol.com.br/mercado/2017/12/1942796-jbs-pagara-r-650-mil-por-demissao-em-massa.shtml,politica,12/12/2017,240,213,135,None,11,27,0,61,15,5,7,0,0,2,3.375,992,26.625,4.65728,0.0,0.227273,0.633803,1
Josias Oliveira,https://afolhabrasil.com.br/politica/dilma-entrara-na-justica-pra-anular-impeachment/,politica,2017-06-11,311,273,154,0,3,44,1,82,13,7,7,0,0,6,2.92308,1326,21.0,4.85714,0.00732601,0.15873,0.564103,0
Daniela Lima,http://www1.folha.uol.com.br/poder/2016/09/1809281-alvaro-dias-recorre-ao-stf-contra-votacao-que-beneficiou-dilma.shtml,politica,1/9/2016,820,709,342,None,10,138,8,189,31,33,15,0,1,50,3.58065,3424,22.871,4.82934,0.00141044,0.195719,0.48237,1
Josias Oliveira,https://afolhabrasil.com.br/politica/carmem-lucia-esculacha-michel-temer/,politica,2017-06-11,380,323,186,0,4,45,2,90,24,18,3,0,0,18,5.18182,1730,29.3636,5.35604,0.0,0.311111,0.575851,0
Letícia Casado,http://www1.folha.uol.com.br/poder/2017/11/1933055-desgastada-carmen-lucia-enfrenta-racha-entre-ministros-no-supremo.shtml,politica,6/11/2017,1214,1068,477,None,14,151,7,316,77,39,26,0,1,30,2.43333,5279,17.8,4.94288,0.0,0.248394,0.446629,1
Josias Oliveira,https://afolhabrasil.com.br/politica/policia-raspa-cabelo-de-assessor-de-temer-que-pegou-mala-da-friboi-com-r-500-mil/,politica,2017-06-10,304,269,151,8,5,48,4,78,11,6,7,0,0,13,3.88889,1326,29.8889,4.92937,0.00371747,0.134921,0.561338,0
Marina Dias,http://www1.folha.uol.com.br/poder/2017/12/1947137-temer-resistiu-a-pressao-por-renuncia-e-refez-planos-politicos-em-ano-do-ufa.shtml,politica,31/12/2017,1090,957,508,None,6,157,4,261,63,41,14,0,2,55,3.16667,4780,22.7857,4.99478,0.00104493,0.248804,0.530825,1
Josias Oliveira,https://afolhabrasil.com.br/politica/michel-temer-declara-guerra-contra-lava-jato/,politica,2017-06-10,336,301,182,0,3,54,4,82,14,12,8,3,0,21,2.5,1512,21.5,5.02326,0.0,0.191176,0.604651,0
Rubens Valente,http://www1.folha.uol.com.br/poder/2017/12/1947025-decreto-de-temer-sobre-indulto-nao-seguiu-proposta-da-area-tecnica.shtml,politica,30/12/2017,978,838,426,None,17,130,3,247,41,29,21,1,0,38,4.11765,4297,24.6471,5.12769,0.00119332,0.185676,0.508353,1
Josias Oliveira,https://afolhabrasil.com.br/politica/veja-aqui-o-telefone-e-e-mail-de-gilmar-mendes-demonstre-sua-indignacao/,politica,2017-06-09,136,129,90,0,3,19,5,43,4,5,2,0,0,11,0.5,634,9.21429,4.91473,0.0465116,0.145161,0.697674,0
Talita Fernandes,http://www1.folha.uol.com.br/poder/2017/12/1945839-caciques-do-senado-na-mira-da-lava-jato-terao-reeleicao-dificil.shtml,politica,25/12/2017,1130,955,485,None,34,145,2,304,36,28,29,2,1,49,3.57143,4638,19.4898,4.85654,0.0,0.142539,0.507853,1
Josias Oliveira,https://afolhabrasil.com.br/politica/joaquim-barbosa-pode-ser-o-substituto-de-temer-apos-o-impeachment/,politica,2017-06-08,349,302,182,0,4,42,1,76,21,27,4,6,0,22,2.61111,1490,16.7778,4.93377,0.0,0.40678,0.602649,0
Talita Fernandes,http://www1.folha.uol.com.br/poder/2017/06/1891203-joaquim-barbosa-defende-eleicoes-diretas-e-nao-descarta-candidatura.shtml,politica,25/12/2017,452,367,219,None,3,59,1,99,24,26,1,3,0,23,4.04762,1895,17.4762,5.16349,0.0,0.316456,0.59673,1
Josias Oliveira,https://afolhabrasil.com.br/politica/bolsonaro-e-absolvido-pelo-conselho-de-etica/,politica,2017-06-07,224,198,127,0,12,26,0,63,10,4,5,0,0,8,2.36364,979,18.0,4.94444,0.0,0.157303,0.641414,0
Daniel Carvalho,http://www1.folha.uol.com.br/poder/2017/12/1941387-oposicao-pede-cassacao-de-lucio-vieira-lima-a-conselho-de-etica.shtml,politica,7/12/2017,543,469,257,None,12,64,5,150,12,16,6,0,0,15,3.21739,2273,20.3913,4.84648,0.0021322,0.130841,0.547974,1
Josias Oliveira,https://afolhabrasil.com.br/politica/marcela-temer-viajou-em-jato-emprestado-pelo-dono-da-friboi/,politica,2017-06-07,260,235,133,0,4,32,0,85,12,2,7,0,1,9,2.27273,1196,21.3636,5.08936,0.0,0.119658,0.565957,0
Gustavo Uribe,http://www1.folha.uol.com.br/poder/2017/12/1945681-onipresente-chefe-de-cerimonial-do-planalto-e-chamado-de-duble-de-temer.shtml,politica,24/12/2017,752,670,358,None,6,110,1,180,48,29,19,0,0,32,2.5625,3575,20.9375,5.33582,0.0,0.265517,0.534328,1
Josias Oliveira,https://afolhabrasil.com.br/politica/palocci-vou-delatar-tudo-sobre-o-lula/,politica,2017-06-06,554,499,246,0,8,77,1,145,15,20,21,0,0,28,2.3913,2396,21.6957,4.8016,0.0,0.157658,0.492986,0
Renan Ramalho,https://g1.globo.com/politica/noticia/plenario-do-stf-deve-analisar-no-proximo-dia-23-pedido-de-liberdade-de-palocci.ghtml,politica,13/11/2017,399,358,191,None,5,53,3,115,14,12,11,0,0,14,2.5625,1683,22.375,4.70112,0.0,0.154762,0.53352,1
Josias Oliveira,https://afolhabrasil.com.br/politica/mais-um-ministro-de-temer-na-cadeia/,politica,2017-06-06,236,216,140,0,5,23,0,68,11,6,4,0,0,8,1.81818,999,19.6364,4.625,0.0,0.186813,0.648148,0
Guilherme Mazui,https://g1.globo.com/politica/noticia/ministro-marcos-pereira-diz-em-carta-a-temer-que-questoes-pessoais-e-partidarias-motivaram-pedido-de-demissao.ghtml,politica,3/1/2018,582,500,285,None,4,83,3,154,18,13,9,2,0,25,3.41667,2537,20.8333,5.074,0.0,0.130802,0.57,1
Josias Oliveira,https://afolhabrasil.com.br/politica/movimentos-pela-volta-da-monarquia-crescem-no-brasil/,politica,2017-06-05,521,450,250,0,3,55,4,122,30,21,3,0,0,24,3.73684,2266,23.6842,5.03556,0.0,0.288136,0.555556,0
Marco Rodrigo Almeida,http://www1.folha.uol.com.br/poder/2017/12/1946204-livro-mapeia-golpes-crises-e-trapacas-na-politica-nacional.shtml,politica,27/12/2017,655,561,361,None,10,71,1,153,57,25,4,0,0,24,3.48148,2891,20.7778,5.1533,0.00178253,0.366071,0.643494,1
Josias Oliveira,https://afolhabrasil.com.br/politica/presidente-temer-teme-ser-assassinado/,politica,2017-06-05,243,215,141,0,1,37,2,63,12,7,7,3,0,12,2.0,1088,15.3571,5.06047,0.0,0.19,0.655814,0
Carla Araújo,"http://politica.estadao.com.br/noticias/geral,temer-chama-imprensa-para-registrar-caminhada-e-garante-estar-recuperadissimo,70002138134",politica,4/1/2018,503,440,235,None,3,88,1,117,20,20,17,2,0,15,3.15,2165,22.0,4.92045,0.0,0.195122,0.534091,1
Josias Oliveira,https://afolhabrasil.com.br/politica/assessor-de-temer-acaba-de-ser-preso-pela-policia-federal/,politica,2017-06-03,198,171,111,0,10,27,0,53,9,3,11,0,0,3,3.375,854,21.375,4.99415,0.0,0.15,0.649123,0
Julia Affonso E Fausto Macedo,http://politica.estadao.com.br/blogs/fausto-macedo/escolhida-para-o-ministerio-do-trabalho-foi-citada-em-delacao-da-odebrecht/,politica,3/1/2018,1098,931,434,None,11,179,4,238,25,56,22,12,2,91,3.09259,4624,17.2407,4.9667,0.00322234,0.194245,0.466165,1
Josias Oliveira,https://afolhabrasil.com.br/politica/pt-defendera-aecio-neves-da-cassacao-de-mandato/,politica,2017-06-02,201,182,119,0,8,30,1,48,6,13,4,0,0,8,1.58333,807,15.1667,4.43407,0.0,0.24359,0.653846,0
"Letícia Casado, Fábio Fabrini, Camila Mattoso",http://www1.folha.uol.com.br/poder/2017/12/1943824-pf-quer-que-aecio-explique-elo-com-cabral.shtml,politica,16/12/2017,1514,1322,513,None,22,170,7,386,70,46,15,0,0,69,3.36842,6474,23.193,4.89713,0.00151286,0.208633,0.388048,1
None,https://afolhabrasil.com.br/politica/temer-cria-novo-imposto-pra-agradar-sindicatos/,politica,2017-06-01,192,173,108,0,1,30,0,47,16,2,7,0,0,10,1.9,860,17.3,4.9711,0.0,0.233766,0.624277,0
Ana Estela De Sousa Pinto,http://www1.folha.uol.com.br/mercado/2017/12/1946256-falha-em-contribuicao-para-servidor-e-do-governo-dizem-entidades-sindicais.shtml,politica,27/12/2017,770,669,358,None,20,99,11,189,48,31,9,0,0,27,3.48276,3373,23.069,5.04185,0.0,0.274306,0.535127,1
None,https://afolhabrasil.com.br/politica/silvio-santos-fara-danilo-gentili-pedir-desculpas-maria-do-rosario/,politica,2017-06-01,390,368,213,0,5,58,3,106,22,13,7,0,0,25,1.22222,1875,20.4444,5.09511,0.0,0.213415,0.578804,0
Redação - O Estado de S.Paulo,"http://emais.estadao.com.br/noticias/gente,youtuber-responde-piada-considerada-gordofobica-de-danilo-gentili,70002132227",politica,27/12/2017,268,227,128,None,1,58,1,51,17,20,12,0,0,11,3.15385,1067,17.4615,4.70044,0.0220264,0.33945,0.563877,1
None,https://afolhabrasil.com.br/politica/eneas-sera-heroi-nacional-bolsonaro-protocolou-o-projeto-esta-semana/,politica,2017-05-31,183,152,114,0,1,21,1,53,8,3,2,0,0,7,2.81818,812,13.8182,5.34211,0.0,0.148649,0.75,0
José Fucs,http://politica.estadao.com.br/blogs/blog-do-fucs/a-briga-de-egos-prejudica-a-direita/,politica,10/11/2017,2495,2156,901,None,12,369,13,513,147,141,54,19,3,261,3.16822,10763,20.1495,4.99212,0.00927644,0.326531,0.417904,1
None,https://afolhabrasil.com.br/politica/psc-desiste-de-bolsonaro-e-deve-lancar-outro-nome-para-o-planalto-em-2018/,politica,2017-05-30,243,214,129,0,6,34,3,61,6,12,5,0,0,17,3.22222,1030,23.7778,4.81308,0.0046729,0.189474,0.602804,0
Rodrigo Merli Antunes,http://politica.estadao.com.br/blogs/fausto-macedo/feliz-ano-novo-sera/,politica,31/12/2017,1180,1025,535,None,2,140,11,209,89,117,21,2,1,84,4.55882,4991,30.1471,4.86927,0.00097561,0.590258,0.521951,1
None,https://afolhabrasil.com.br/politica/aecio-e-flagrado-falando-sobre-trafico-de-drogas-em-grampo-telefonico/,politica,2017-05-30,200,165,115,0,2,29,0,46,5,11,3,4,0,21,3.18182,718,15.0,4.35152,0.0,0.213333,0.69697,0
Renan Ramalho,https://g1.globo.com/politica/noticia/dodge-reitera-ao-supremo-pedido-de-bloqueio-de-r-4-milhoes-de-aecio-e-andrea-neves.ghtml,politica,20/12/2017,485,440,203,None,14,59,5,142,20,15,9,0,0,9,2.8125,2066,27.5,4.69545,0.0,0.174129,0.461364,1
None,https://afolhabrasil.com.br/politica/temer-pode-entregar-o-poder-aos-militares-apos-renuncia/,politica,2017-05-30,570,522,289,0,7,81,2,150,35,22,20,0,0,19,1.77778,2587,19.3333,4.95594,0.0,0.246753,0.55364,0
